Space name,Source Type,Package Name,Package Version,Ecosystem,Vulnerability ID,Severity,Aliases,Cwe_Ids,Severity_score,Group IDs,Experimental Analysis
,lockfile,cairosvg,2.5.2,PyPI,GHSA-rwmf-w63j-p7gv,HIGH,"CVE-2023-27586,PYSEC-2023-9","CWE-20,CWE-918",CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:L/SI:H/SA:L,"PYSEC-2023-9,GHSA-rwmf-w63j-p7gv",
,lockfile,cairosvg,2.5.2,PyPI,PYSEC-2023-9,,"CVE-2023-27586,GHSA-rwmf-w63j-p7gv",,,"PYSEC-2023-9,GHSA-rwmf-w63j-p7gv",
,lockfile,cairosvg,2.6.0,PyPI,GHSA-rwmf-w63j-p7gv,HIGH,"CVE-2023-27586,PYSEC-2023-9","CWE-20,CWE-918",CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:L/SI:H/SA:L,"PYSEC-2023-9,GHSA-rwmf-w63j-p7gv",
,lockfile,cairosvg,2.6.0,PyPI,PYSEC-2023-9,,"CVE-2023-27586,GHSA-rwmf-w63j-p7gv",,,"PYSEC-2023-9,GHSA-rwmf-w63j-p7gv",
,lockfile,flask-appbuilder,4.3.3,PyPI,GHSA-99pm-ch96-ccp2,MODERATE,CVE-2025-32962,CWE-601,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:N/A:N,GHSA-99pm-ch96-ccp2,
,lockfile,flask-appbuilder,4.3.3,PyPI,GHSA-fw5r-6m3x-rh7p,MODERATE,CVE-2024-45314,CWE-525,CVSS:4.0/AV:L/AC:L/AT:N/PR:N/UI:P/VC:N/VI:N/VA:N/SC:L/SI:N/SA:N,GHSA-fw5r-6m3x-rh7p,
,lockfile,flask-appbuilder,4.3.3,PyPI,GHSA-j2pw-vp55-fqqj,CRITICAL,CVE-2024-25128,CWE-287,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,GHSA-j2pw-vp55-fqqj,
,lockfile,flask-appbuilder,4.3.3,PyPI,GHSA-p8q5-cvwx-wvwp,LOW,"CVE-2025-24023,PYSEC-2025-15",CWE-204,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N,"PYSEC-2025-15,GHSA-p8q5-cvwx-wvwp",
,lockfile,flask-appbuilder,4.3.3,PyPI,PYSEC-2025-15,,"CVE-2025-24023,GHSA-p8q5-cvwx-wvwp",,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,"PYSEC-2025-15,GHSA-p8q5-cvwx-wvwp",
,lockfile,flask-security-too,5.1.2,PyPI,GHSA-672h-6x89-76m5,MODERATE,"CVE-2023-49438,PYSEC-2023-248",CWE-601,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:P/VC:N/VI:N/VA:N/SC:L/SI:L/SA:N,"PYSEC-2023-248,GHSA-672h-6x89-76m5",
,lockfile,flask-security-too,5.1.2,PyPI,PYSEC-2023-248,,"CVE-2023-49438,GHSA-672h-6x89-76m5",,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,"PYSEC-2023-248,GHSA-672h-6x89-76m5",
,lockfile,pyinstaller,3.6,PyPI,GHSA-9w2p-rh8c-v9g5,HIGH,"CVE-2023-49797,PYSEC-2023-292","CWE-379,CWE-732",CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H,"PYSEC-2023-292,GHSA-9w2p-rh8c-v9g5",
,lockfile,pyinstaller,3.6,PyPI,PYSEC-2023-292,,"CVE-2023-49797,GHSA-9w2p-rh8c-v9g5",,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,"PYSEC-2023-292,GHSA-9w2p-rh8c-v9g5",
,lockfile,apache-airflow-providers-celery,3.3.2,PyPI,GHSA-666g-rfc5-c9jv,HIGH,"BIT-airflow-2023-46215,CVE-2023-46215",CWE-532,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,GHSA-666g-rfc5-c9jv,
,lockfile,avro,1.10.2,PyPI,GHSA-rhrv-645h-fjfh,HIGH,"CVE-2023-39410,PYSEC-2023-188","CWE-20,CWE-502",CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"PYSEC-2023-188,GHSA-rhrv-645h-fjfh",
,lockfile,avro,1.10.2,PyPI,PYSEC-2023-188,,"CVE-2023-39410,GHSA-rhrv-645h-fjfh",,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"PYSEC-2023-188,GHSA-rhrv-645h-fjfh",
,lockfile,avro,1.11.0,PyPI,GHSA-rhrv-645h-fjfh,HIGH,"CVE-2023-39410,PYSEC-2023-188","CWE-20,CWE-502",CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"PYSEC-2023-188,GHSA-rhrv-645h-fjfh",
,lockfile,avro,1.11.0,PyPI,PYSEC-2023-188,,"CVE-2023-39410,GHSA-rhrv-645h-fjfh",,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"PYSEC-2023-188,GHSA-rhrv-645h-fjfh",
,lockfile,basicsr,1.3.1,PyPI,GHSA-86w8-vhw6-q9qq,MODERATE,CVE-2024-27763,CWE-77,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,GHSA-86w8-vhw6-q9qq,
,lockfile,basicsr,1.4.2,PyPI,GHSA-86w8-vhw6-q9qq,MODERATE,CVE-2024-27763,CWE-77,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,GHSA-86w8-vhw6-q9qq,
,lockfile,datasette,0.64.1,PyPI,PYSEC-2023-154,,"CVE-2023-40570,GHSA-7ch3-7pp7-7cpq",,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,PYSEC-2023-154,
,lockfile,django-rest-framework,0.1.0,PyPI,GHSA-xqcf-hj92-967m,MODERATE,CVE-2018-25045,CWE-79,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,GHSA-xqcf-hj92-967m,
,lockfile,flask-cors,5.0.1,PyPI,GHSA-43qf-4rqw-9q2g,MODERATE,CVE-2024-6866,CWE-178,CVSS:3.0/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:N/A:N,GHSA-43qf-4rqw-9q2g,
,lockfile,flask-cors,5.0.1,PyPI,GHSA-7rxf-gvfg-47g4,MODERATE,CVE-2024-6839,CWE-41,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:N/A:N,GHSA-7rxf-gvfg-47g4,
,lockfile,flask-cors,5.0.1,PyPI,GHSA-8vgw-p6qm-5gr7,MODERATE,CVE-2024-6844,,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,GHSA-8vgw-p6qm-5gr7,
,lockfile,kedro,0.18.14,PyPI,GHSA-747f-ww56-4q4h,CRITICAL,CVE-2024-9701,CWE-502,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,GHSA-747f-ww56-4q4h,
,lockfile,kedro,0.18.14,PyPI,GHSA-rm69-wvpv-r2w7,HIGH,CVE-2024-12215,"CWE-20,CWE-829",CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,GHSA-rm69-wvpv-r2w7,
,lockfile,kedro,0.18.7,PyPI,GHSA-747f-ww56-4q4h,CRITICAL,CVE-2024-9701,CWE-502,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,GHSA-747f-ww56-4q4h,
,lockfile,kedro,0.18.7,PyPI,GHSA-rm69-wvpv-r2w7,HIGH,CVE-2024-12215,"CWE-20,CWE-829",CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,GHSA-rm69-wvpv-r2w7,
,lockfile,mpmath,1.2.1,PyPI,GHSA-f865-m6cq-j9vx,HIGH,"CVE-2021-29063,PYSEC-2021-427",CWE-770,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,"PYSEC-2021-427,GHSA-f865-m6cq-j9vx",
,lockfile,mpmath,1.2.1,PyPI,PYSEC-2021-427,,"CVE-2021-29063,GHSA-f865-m6cq-j9vx",,,"PYSEC-2021-427,GHSA-f865-m6cq-j9vx",
,lockfile,pdoc,14.5.0,PyPI,GHSA-5vgj-ggm4-fg62,HIGH,CVE-2024-38526,,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:L/I:N/A:L,GHSA-5vgj-ggm4-fg62,
,lockfile,pypdf2,2.11.2,PyPI,GHSA-4vvm-4w3v-6mr8,MODERATE,CVE-2023-36464,CWE-835,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,GHSA-4vvm-4w3v-6mr8,
,lockfile,pypdf2,2.12.1,PyPI,GHSA-4vvm-4w3v-6mr8,MODERATE,CVE-2023-36464,CWE-835,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,GHSA-4vvm-4w3v-6mr8,
,lockfile,pypdf2,3.0.0,PyPI,GHSA-4vvm-4w3v-6mr8,MODERATE,CVE-2023-36464,CWE-835,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,GHSA-4vvm-4w3v-6mr8,
,lockfile,pypdf2,3.0.1,PyPI,GHSA-4vvm-4w3v-6mr8,MODERATE,CVE-2023-36464,CWE-835,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,GHSA-4vvm-4w3v-6mr8,
,lockfile,pysha3,1.0.2,PyPI,GHSA-6w4m-2xhg-2658,CRITICAL,"BIT-php-2022-37454,BIT-php-min-2022-37454,BIT-python-2022-37454,BIT-python-min-2022-37454,CVE-2022-37454,PSF-2022-11",CWE-190,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,GHSA-6w4m-2xhg-2658,
,lockfile,spacy-llm,0.7.2,PyPI,GHSA-793v-gxfp-9q9h,HIGH,CVE-2025-25362,"CWE-1336,CWE-94",CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N/E:P,GHSA-793v-gxfp-9q9h,
,lockfile,zstd,1.5.5.1,PyPI,PYSEC-2023-121,,"CVE-2022-4899,GHSA-5c9c-6x87-f9vm",,,PYSEC-2023-121,
,lockfile,restrictedpython,6.0,PyPI,GHSA-5rfv-66g4-jr8h,HIGH,"CVE-2024-47532,PYSEC-2024-186",CWE-200,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:N/VA:N/SC:N/SI:N/SA:N,"PYSEC-2024-186,GHSA-5rfv-66g4-jr8h",
,lockfile,restrictedpython,6.0,PyPI,GHSA-gmj9-h825-chq2,HIGH,CVE-2025-22153,CWE-843,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:C/C:H/I:H/A:L,GHSA-gmj9-h825-chq2,
,lockfile,restrictedpython,6.0,PyPI,GHSA-wqc8-x2pr-7jqh,HIGH,"CVE-2023-37271,PYSEC-2023-118",CWE-913,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/C:H/I:H/A:L,GHSA-wqc8-x2pr-7jqh,
,lockfile,restrictedpython,6.0,PyPI,GHSA-xjw2-6jm9-rf67,HIGH,"CVE-2023-41039,PYSEC-2023-159",CWE-74,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:H/I:H/A:L,"PYSEC-2023-159,GHSA-xjw2-6jm9-rf67",
,lockfile,restrictedpython,6.0,PyPI,PYSEC-2023-159,,"CVE-2023-41039,GHSA-xjw2-6jm9-rf67",,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:N/A:N,"PYSEC-2023-159,GHSA-xjw2-6jm9-rf67",
,lockfile,restrictedpython,6.0,PyPI,PYSEC-2024-186,,"CVE-2024-47532,GHSA-5rfv-66g4-jr8h",,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,"PYSEC-2024-186,GHSA-5rfv-66g4-jr8h",
,lockfile,restrictedpython,6.1,PyPI,GHSA-5rfv-66g4-jr8h,HIGH,"CVE-2024-47532,PYSEC-2024-186",CWE-200,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:N/VA:N/SC:N/SI:N/SA:N,"PYSEC-2024-186,GHSA-5rfv-66g4-jr8h",
,lockfile,restrictedpython,6.1,PyPI,GHSA-gmj9-h825-chq2,HIGH,CVE-2025-22153,CWE-843,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:C/C:H/I:H/A:L,GHSA-gmj9-h825-chq2,
,lockfile,restrictedpython,6.1,PyPI,GHSA-xjw2-6jm9-rf67,HIGH,"CVE-2023-41039,PYSEC-2023-159",CWE-74,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:H/I:H/A:L,"PYSEC-2023-159,GHSA-xjw2-6jm9-rf67",
,lockfile,restrictedpython,6.1,PyPI,PYSEC-2023-159,,"CVE-2023-41039,GHSA-xjw2-6jm9-rf67",,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:N/A:N,"PYSEC-2023-159,GHSA-xjw2-6jm9-rf67",
,lockfile,restrictedpython,6.1,PyPI,PYSEC-2024-186,,"CVE-2024-47532,GHSA-5rfv-66g4-jr8h",,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,"PYSEC-2024-186,GHSA-5rfv-66g4-jr8h",
,lockfile,restrictedpython,6.2,PyPI,GHSA-5rfv-66g4-jr8h,HIGH,"CVE-2024-47532,PYSEC-2024-186",CWE-200,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:N/VA:N/SC:N/SI:N/SA:N,"PYSEC-2024-186,GHSA-5rfv-66g4-jr8h",
,lockfile,restrictedpython,6.2,PyPI,GHSA-gmj9-h825-chq2,HIGH,CVE-2025-22153,CWE-843,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:C/C:H/I:H/A:L,GHSA-gmj9-h825-chq2,
,lockfile,restrictedpython,6.2,PyPI,PYSEC-2024-186,,"CVE-2024-47532,GHSA-5rfv-66g4-jr8h",,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,"PYSEC-2024-186,GHSA-5rfv-66g4-jr8h",
,lockfile,restrictedpython,7.0,PyPI,GHSA-5rfv-66g4-jr8h,HIGH,"CVE-2024-47532,PYSEC-2024-186",CWE-200,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:N/VA:N/SC:N/SI:N/SA:N,"PYSEC-2024-186,GHSA-5rfv-66g4-jr8h",
,lockfile,restrictedpython,7.0,PyPI,GHSA-gmj9-h825-chq2,HIGH,CVE-2025-22153,CWE-843,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:C/C:H/I:H/A:L,GHSA-gmj9-h825-chq2,
,lockfile,restrictedpython,7.0,PyPI,PYSEC-2024-186,,"CVE-2024-47532,GHSA-5rfv-66g4-jr8h",,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,"PYSEC-2024-186,GHSA-5rfv-66g4-jr8h",
,lockfile,restrictedpython,7.4,PyPI,GHSA-gmj9-h825-chq2,HIGH,CVE-2025-22153,CWE-843,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:C/C:H/I:H/A:L,GHSA-gmj9-h825-chq2,
,lockfile,certifi,2019.11.28,PyPI,GHSA-43fp-rhv2-5gv8,MODERATE,"CVE-2022-23491,PYSEC-2022-42986",CWE-345,CVSS:4.0/AV:N/AC:L/AT:P/PR:H/UI:N/VC:N/VI:H/VA:N/SC:N/SI:N/SA:N,"PYSEC-2022-42986,GHSA-43fp-rhv2-5gv8",
,lockfile,certifi,2019.11.28,PyPI,GHSA-xqr8-7jwr-rhp7,HIGH,"CVE-2023-37920,PYSEC-2023-135",CWE-345,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,"PYSEC-2023-135,GHSA-xqr8-7jwr-rhp7",
,lockfile,certifi,2019.11.28,PyPI,PYSEC-2022-42986,,"CVE-2022-23491,GHSA-43fp-rhv2-5gv8",,,"PYSEC-2022-42986,GHSA-43fp-rhv2-5gv8",
,lockfile,certifi,2019.11.28,PyPI,PYSEC-2023-135,,"CVE-2023-37920,GHSA-xqr8-7jwr-rhp7",,,"PYSEC-2023-135,GHSA-xqr8-7jwr-rhp7",
,lockfile,certifi,2019.9.11,PyPI,GHSA-43fp-rhv2-5gv8,MODERATE,"CVE-2022-23491,PYSEC-2022-42986",CWE-345,CVSS:4.0/AV:N/AC:L/AT:P/PR:H/UI:N/VC:N/VI:H/VA:N/SC:N/SI:N/SA:N,"PYSEC-2022-42986,GHSA-43fp-rhv2-5gv8",
,lockfile,certifi,2019.9.11,PyPI,GHSA-xqr8-7jwr-rhp7,HIGH,"CVE-2023-37920,PYSEC-2023-135",CWE-345,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,"PYSEC-2023-135,GHSA-xqr8-7jwr-rhp7",
,lockfile,certifi,2019.9.11,PyPI,PYSEC-2022-42986,,"CVE-2022-23491,GHSA-43fp-rhv2-5gv8",,,"PYSEC-2022-42986,GHSA-43fp-rhv2-5gv8",
,lockfile,certifi,2019.9.11,PyPI,PYSEC-2023-135,,"CVE-2023-37920,GHSA-xqr8-7jwr-rhp7",,,"PYSEC-2023-135,GHSA-xqr8-7jwr-rhp7",
,lockfile,certifi,2020.12.5,PyPI,GHSA-43fp-rhv2-5gv8,MODERATE,"CVE-2022-23491,PYSEC-2022-42986",CWE-345,CVSS:4.0/AV:N/AC:L/AT:P/PR:H/UI:N/VC:N/VI:H/VA:N/SC:N/SI:N/SA:N,"PYSEC-2022-42986,GHSA-43fp-rhv2-5gv8",
,lockfile,certifi,2020.12.5,PyPI,GHSA-xqr8-7jwr-rhp7,HIGH,"CVE-2023-37920,PYSEC-2023-135",CWE-345,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,"PYSEC-2023-135,GHSA-xqr8-7jwr-rhp7",
,lockfile,certifi,2020.12.5,PyPI,PYSEC-2022-42986,,"CVE-2022-23491,GHSA-43fp-rhv2-5gv8",,,"PYSEC-2022-42986,GHSA-43fp-rhv2-5gv8",
,lockfile,certifi,2020.12.5,PyPI,PYSEC-2023-135,,"CVE-2023-37920,GHSA-xqr8-7jwr-rhp7",,,"PYSEC-2023-135,GHSA-xqr8-7jwr-rhp7",
,lockfile,certifi,2020.4.5.1,PyPI,GHSA-43fp-rhv2-5gv8,MODERATE,"CVE-2022-23491,PYSEC-2022-42986",CWE-345,CVSS:4.0/AV:N/AC:L/AT:P/PR:H/UI:N/VC:N/VI:H/VA:N/SC:N/SI:N/SA:N,"PYSEC-2022-42986,GHSA-43fp-rhv2-5gv8",
,lockfile,certifi,2020.4.5.1,PyPI,GHSA-xqr8-7jwr-rhp7,HIGH,"CVE-2023-37920,PYSEC-2023-135",CWE-345,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,"PYSEC-2023-135,GHSA-xqr8-7jwr-rhp7",
,lockfile,certifi,2020.4.5.1,PyPI,PYSEC-2022-42986,,"CVE-2022-23491,GHSA-43fp-rhv2-5gv8",,,"PYSEC-2022-42986,GHSA-43fp-rhv2-5gv8",
,lockfile,certifi,2020.4.5.1,PyPI,PYSEC-2023-135,,"CVE-2023-37920,GHSA-xqr8-7jwr-rhp7",,,"PYSEC-2023-135,GHSA-xqr8-7jwr-rhp7",
,lockfile,certifi,2020.4.5.2,PyPI,GHSA-43fp-rhv2-5gv8,MODERATE,"CVE-2022-23491,PYSEC-2022-42986",CWE-345,CVSS:4.0/AV:N/AC:L/AT:P/PR:H/UI:N/VC:N/VI:H/VA:N/SC:N/SI:N/SA:N,"PYSEC-2022-42986,GHSA-43fp-rhv2-5gv8",
,lockfile,certifi,2020.4.5.2,PyPI,GHSA-xqr8-7jwr-rhp7,HIGH,"CVE-2023-37920,PYSEC-2023-135",CWE-345,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,"PYSEC-2023-135,GHSA-xqr8-7jwr-rhp7",
,lockfile,certifi,2020.4.5.2,PyPI,PYSEC-2022-42986,,"CVE-2022-23491,GHSA-43fp-rhv2-5gv8",,,"PYSEC-2022-42986,GHSA-43fp-rhv2-5gv8",
,lockfile,certifi,2020.4.5.2,PyPI,PYSEC-2023-135,,"CVE-2023-37920,GHSA-xqr8-7jwr-rhp7",,,"PYSEC-2023-135,GHSA-xqr8-7jwr-rhp7",
,lockfile,certifi,2020.6.20,PyPI,GHSA-43fp-rhv2-5gv8,MODERATE,"CVE-2022-23491,PYSEC-2022-42986",CWE-345,CVSS:4.0/AV:N/AC:L/AT:P/PR:H/UI:N/VC:N/VI:H/VA:N/SC:N/SI:N/SA:N,"PYSEC-2022-42986,GHSA-43fp-rhv2-5gv8",
,lockfile,certifi,2020.6.20,PyPI,GHSA-xqr8-7jwr-rhp7,HIGH,"CVE-2023-37920,PYSEC-2023-135",CWE-345,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,"PYSEC-2023-135,GHSA-xqr8-7jwr-rhp7",
,lockfile,certifi,2020.6.20,PyPI,PYSEC-2022-42986,,"CVE-2022-23491,GHSA-43fp-rhv2-5gv8",,,"PYSEC-2022-42986,GHSA-43fp-rhv2-5gv8",
,lockfile,certifi,2020.6.20,PyPI,PYSEC-2023-135,,"CVE-2023-37920,GHSA-xqr8-7jwr-rhp7",,,"PYSEC-2023-135,GHSA-xqr8-7jwr-rhp7",
,lockfile,certifi,2021.10.8,PyPI,GHSA-248v-346w-9cwc,LOW,"CVE-2024-39689,PYSEC-2024-230",CWE-345,,"PYSEC-2024-230,GHSA-248v-346w-9cwc",
,lockfile,certifi,2021.10.8,PyPI,GHSA-43fp-rhv2-5gv8,MODERATE,"CVE-2022-23491,PYSEC-2022-42986",CWE-345,CVSS:4.0/AV:N/AC:L/AT:P/PR:H/UI:N/VC:N/VI:H/VA:N/SC:N/SI:N/SA:N,"PYSEC-2022-42986,GHSA-43fp-rhv2-5gv8",
,lockfile,certifi,2021.10.8,PyPI,GHSA-xqr8-7jwr-rhp7,HIGH,"CVE-2023-37920,PYSEC-2023-135",CWE-345,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,"PYSEC-2023-135,GHSA-xqr8-7jwr-rhp7",
,lockfile,certifi,2021.10.8,PyPI,PYSEC-2022-42986,,"CVE-2022-23491,GHSA-43fp-rhv2-5gv8",,,"PYSEC-2022-42986,GHSA-43fp-rhv2-5gv8",
,lockfile,certifi,2021.10.8,PyPI,PYSEC-2023-135,,"CVE-2023-37920,GHSA-xqr8-7jwr-rhp7",,,"PYSEC-2023-135,GHSA-xqr8-7jwr-rhp7",
,lockfile,certifi,2021.10.8,PyPI,PYSEC-2024-230,,"CVE-2024-39689,GHSA-248v-346w-9cwc",,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,"PYSEC-2024-230,GHSA-248v-346w-9cwc",
,lockfile,certifi,2021.5.30,PyPI,GHSA-248v-346w-9cwc,LOW,"CVE-2024-39689,PYSEC-2024-230",CWE-345,,"PYSEC-2024-230,GHSA-248v-346w-9cwc",
,lockfile,certifi,2021.5.30,PyPI,GHSA-43fp-rhv2-5gv8,MODERATE,"CVE-2022-23491,PYSEC-2022-42986",CWE-345,CVSS:4.0/AV:N/AC:L/AT:P/PR:H/UI:N/VC:N/VI:H/VA:N/SC:N/SI:N/SA:N,"PYSEC-2022-42986,GHSA-43fp-rhv2-5gv8",
,lockfile,certifi,2021.5.30,PyPI,GHSA-xqr8-7jwr-rhp7,HIGH,"CVE-2023-37920,PYSEC-2023-135",CWE-345,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,"PYSEC-2023-135,GHSA-xqr8-7jwr-rhp7",
,lockfile,certifi,2021.5.30,PyPI,PYSEC-2022-42986,,"CVE-2022-23491,GHSA-43fp-rhv2-5gv8",,,"PYSEC-2022-42986,GHSA-43fp-rhv2-5gv8",
,lockfile,certifi,2021.5.30,PyPI,PYSEC-2023-135,,"CVE-2023-37920,GHSA-xqr8-7jwr-rhp7",,,"PYSEC-2023-135,GHSA-xqr8-7jwr-rhp7",
,lockfile,certifi,2021.5.30,PyPI,PYSEC-2024-230,,"CVE-2024-39689,GHSA-248v-346w-9cwc",,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,"PYSEC-2024-230,GHSA-248v-346w-9cwc",
,lockfile,certifi,2022.12.7,PyPI,GHSA-248v-346w-9cwc,LOW,"CVE-2024-39689,PYSEC-2024-230",CWE-345,,"PYSEC-2024-230,GHSA-248v-346w-9cwc",
,lockfile,certifi,2022.12.7,PyPI,GHSA-xqr8-7jwr-rhp7,HIGH,"CVE-2023-37920,PYSEC-2023-135",CWE-345,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,"PYSEC-2023-135,GHSA-xqr8-7jwr-rhp7",
,lockfile,certifi,2022.12.7,PyPI,PYSEC-2023-135,,"CVE-2023-37920,GHSA-xqr8-7jwr-rhp7",,,"PYSEC-2023-135,GHSA-xqr8-7jwr-rhp7",
,lockfile,certifi,2022.12.7,PyPI,PYSEC-2024-230,,"CVE-2024-39689,GHSA-248v-346w-9cwc",,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,"PYSEC-2024-230,GHSA-248v-346w-9cwc",
,lockfile,certifi,2022.5.18.1,PyPI,GHSA-248v-346w-9cwc,LOW,"CVE-2024-39689,PYSEC-2024-230",CWE-345,,"PYSEC-2024-230,GHSA-248v-346w-9cwc",
,lockfile,certifi,2022.5.18.1,PyPI,GHSA-43fp-rhv2-5gv8,MODERATE,"CVE-2022-23491,PYSEC-2022-42986",CWE-345,CVSS:4.0/AV:N/AC:L/AT:P/PR:H/UI:N/VC:N/VI:H/VA:N/SC:N/SI:N/SA:N,"PYSEC-2022-42986,GHSA-43fp-rhv2-5gv8",
,lockfile,certifi,2022.5.18.1,PyPI,GHSA-xqr8-7jwr-rhp7,HIGH,"CVE-2023-37920,PYSEC-2023-135",CWE-345,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,"PYSEC-2023-135,GHSA-xqr8-7jwr-rhp7",
,lockfile,certifi,2022.5.18.1,PyPI,PYSEC-2022-42986,,"CVE-2022-23491,GHSA-43fp-rhv2-5gv8",,,"PYSEC-2022-42986,GHSA-43fp-rhv2-5gv8",
,lockfile,certifi,2022.5.18.1,PyPI,PYSEC-2023-135,,"CVE-2023-37920,GHSA-xqr8-7jwr-rhp7",,,"PYSEC-2023-135,GHSA-xqr8-7jwr-rhp7",
,lockfile,certifi,2022.5.18.1,PyPI,PYSEC-2024-230,,"CVE-2024-39689,GHSA-248v-346w-9cwc",,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,"PYSEC-2024-230,GHSA-248v-346w-9cwc",
